kod,nazev,cena_kc,popis,obrazek,zdroj
"rfid-klicenka-cerna","Černá RFID klíčenka",44,"RFID klíčenka 125 kHz, základní plastová, černá","../assets/cipy/rfid-klicenka-cerna.jpg","https://www.jabloshop.cz/plastova-rfid-klicenka-standard-cerna"
